A-site,B-site,X-site,T_f,O_f,r_A.eff,P_A,A_HOMO,χ_B,r_B_s+p,A_LUMO,r_B,IE_B,P_B,EA_B,X_p-electron,IC_B,1st_IP_B,VE_B,B_d-electron,1st_IP_X,χ_X,P_X,IC_X,r_X_s+p,r_X,X_s-electron,B_p-electron,EA_X,B_s-electron,X_d-electron,B_f-electron,X_f-electron,hash
HC(NH2)2,Mg,Cl,1.2129815930235637,0.3977900552486188,2.53,2.502999555,-13.03,1.31,2.03,-7.412000000000001,0.72,15.03527,10.6,0.2623,11,10,7.65,0,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,4,0,0,0,-3903960907281834467
HC(NH2)2,Mg,Br,1.1846677043013427,0.3673469387755102,2.53,2.502999555,-13.03,1.31,2.03,-7.412000000000001,0.72,15.03527,10.6,0.2623,18,10,7.65,0,0,11.81,2.96,3.04,36,1.2,1.96,8,6,3.364,4,10,0,0,8215715601412009148
HC(NH2)2,Mo,F,1.223960616762365,0.6766917293233082,2.53,2.502999555,-13.03,1.94,2.72,-7.412000000000001,0.9,16.16,12.8,0.748,6,40,7.09,4,14,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,542512080641941116
HC(NH2)2,Nb,F,1.1764793859396865,0.744360902255639,2.53,2.502999555,-13.03,2.03,2.79,-7.412000000000001,0.99,14.0,15.7,0.9159999999999999,6,39,6.76,3,13,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,6374411930069710031
HC(NH2)2,Ni,F,1.351204047217858,0.5187969924812029,2.53,2.502999555,-13.03,1.76,2.18,-7.412000000000001,0.69,18.16884,6.8,1.156,6,26,7.64,8,8,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-5253417519718398221
HC(NH2)2,Ni,Cl,1.2275373721398464,0.3812154696132597,2.53,2.502999555,-13.03,1.76,2.18,-7.412000000000001,0.69,18.16884,6.8,1.156,11,26,7.64,8,8,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,9030163371747664992
HC(NH2)2,Ni,Br,1.198079036802867,0.3520408163265306,2.53,2.502999555,-13.03,1.76,2.18,-7.412000000000001,0.69,18.16884,6.8,1.156,18,26,7.64,8,8,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,5700857258913407850
HC(NH2)2,P,F,1.3925674364184049,0.4736842105263158,2.53,2.502999555,-13.03,2.32,1.24,-7.412000000000001,0.63,19.7695,3.63,0.746607,6,13,10.49,3,0,17.42,3.98,0.557,10,0.405,1.33,4,7,3.4010000000000002,6,0,0,0,-7742588455269834613
HC(NH2)2,P,Cl,1.2577227173563998,0.34806629834254144,2.53,2.502999555,-13.03,2.32,1.24,-7.412000000000001,0.63,19.7695,3.63,0.746607,11,13,10.49,3,0,12.97,3.16,2.18,18,1.01,1.81,6,7,3.613,6,0,0,0,4026927892795146468
HC(NH2)2,P,Br,1.2258337635241692,0.32142857142857145,2.53,2.502999555,-13.03,2.32,1.24,-7.412000000000001,0.63,19.7695,3.63,0.746607,18,13,10.49,3,0,11.81,2.96,3.04,36,1.2,1.96,8,7,3.364,6,10,0,0,-625501650737933997
HC(NH2)2,Pb,F,1.0831080061032037,0.8947368421052628,2.53,2.502999555,-13.03,1.8,2.09,-7.412000000000001,1.19,15.03248,6.98,0.364,6,80,7.42,2,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,12,0,14,0,-4822739711370781585
HC(NH2)2,Pb,Br,1.0079077611198726,0.6071428571428571,2.53,2.502999555,-13.03,1.8,2.09,-7.412000000000001,1.19,15.03248,6.98,0.364,18,80,7.42,2,30,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,12,10,14,0,-4494393044947728573
HC(NH2)2,Pb,I,0.9866121165228228,0.5409090909090909,2.53,2.502999555,-13.03,1.8,2.09,-7.412000000000001,1.19,15.03248,6.98,0.364,24,80,7.42,2,30,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,12,20,14,0,-3867697748756725837
HC(NH2)2,Pd,F,1.2463160618173852,0.6466165413533834,2.53,2.502999555,-13.03,2.08,2.45,-7.412000000000001,0.86,19.43,4.8,0.562,6,44,8.34,8,18,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-2763588601309446162
HC(NH2)2,Pd,Cl,1.149379561928695,0.4751381215469613,2.53,2.502999555,-13.03,2.08,2.45,-7.412000000000001,0.86,19.43,4.8,0.562,11,44,8.34,8,18,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,1600999070677228599
HC(NH2)2,Pd,Br,1.1258544140168791,0.4387755102040816,2.53,2.502999555,-13.03,2.08,2.45,-7.412000000000001,0.86,19.43,4.8,0.562,18,44,8.34,8,18,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,8988839000664118120
HC(NH2)2,Pd,I,1.0930114624223433,0.3909090909090909,2.53,2.502999555,-13.03,2.08,2.45,-7.412000000000001,0.86,19.43,4.8,0.562,24,44,8.34,8,18,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,6903368450827411686
HC(NH2)2,Re,F,1.2520331079725109,0.6390977443609022,2.53,2.502999555,-13.03,2.06,2.68,-7.412000000000001,0.85,17.833,9.7,0.15,6,73,7.88,5,25,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-2824856689136643505
HC(NH2)2,Re,Cl,1.1537005377254197,0.4696132596685082,2.53,2.502999555,-13.03,2.06,2.68,-7.412000000000001,0.85,17.833,9.7,0.15,11,73,7.88,5,25,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,5228603296794511768
HC(NH2)2,Re,Br,1.129861013355017,0.4336734693877551,2.53,2.502999555,-13.03,2.06,2.68,-7.412000000000001,0.85,17.833,9.7,0.15,18,73,7.88,5,25,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,2391561609193552975
HC(NH2)2,Re,I,1.0965951065614328,0.3863636363636363,2.53,2.502999555,-13.03,2.06,2.68,-7.412000000000001,0.85,17.833,9.7,0.15,24,73,7.88,5,25,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,9173921245133312719
HC(NH2)2,Rh,F,1.257802845797269,0.631578947368421,2.53,2.502999555,-13.03,1.99,2.52,-7.412000000000001,0.84,18.08,8.6,1.137,6,43,7.46,7,17,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,4359088548778022842
HC(NH2)2,Sb,F,1.0874231774422605,0.8872180451127819,2.53,2.502999555,-13.03,2.14,1.765,-7.412000000000001,1.18,16.63,6.6,1.046,6,49,8.54,3,20,17.42,3.98,0.557,10,0.405,1.33,4,19,3.4010000000000002,10,0,0,0,3075600331233775766
HC(NH2)2,Sc,F,1.2023930288017943,0.7067669172932329,2.53,2.502999555,-13.03,1.5,2.75,-7.412000000000001,0.94,12.79977,17.8,0.188,6,19,6.56,1,1,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,172861167680858684
HC(NH2)2,Si,F,1.3785010986768047,0.4887218045112782,2.53,2.502999555,-13.03,1.98,1.42,-7.412000000000001,0.65,16.54584,5.53,1.3895211,6,12,8.15,2,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,6,0,0,0,-6451014417422250673
HC(NH2)2,Si,Cl,1.247497329410413,0.35911602209944754,2.53,2.502999555,-13.03,1.98,1.42,-7.412000000000001,0.65,16.54584,5.53,1.3895211,11,12,8.15,2,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,6,0,0,0,-8816773912215117718
HC(NH2)2,Sn,F,1.1140539491347237,0.8421052631578948,2.53,2.502999555,-13.03,1.96,1.88,-7.412000000000001,1.12,14.6322,6.28,1.112067,6,48,7.34,2,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,10,0,0,0,-6300916058312442793
HC(NH2)2,Sn,I,1.0074141792205933,0.5090909090909091,2.53,2.502999555,-13.03,1.96,1.88,-7.412000000000001,1.12,14.6322,6.28,1.112067,24,48,7.34,2,10,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,10,20,0,0,7904711088306471138
HC(NH2)2,Sr,F,1.0874231774422605,0.8872180451127819,2.53,2.502999555,-13.03,1.13,3.21,-7.412000000000001,1.18,11.0301,27.6,0.048,6,36,5.7,0,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,6392024068425813927
HC(NH2)2,Ta,F,1.181572370294404,0.7368421052631579,2.53,2.502999555,-13.03,1.94,2.79,-7.412000000000001,0.98,15.5,13.1,0.322,6,71,7.89,3,23,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-2718883680124402273
HC(NH2)2,Ti,F,1.2463160618173852,0.6466165413533834,2.53,2.502999555,-13.03,1.86,2.58,-7.412000000000001,0.86,13.5755,14.6,0.079,6,20,6.83,2,5,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,4916101216149525717
HC(NH2)2,Tl,F,0.9997920056337264,1.0526315789473684,2.53,2.502999555,-13.03,1.69,2.235,-7.412000000000001,1.4,20.4283,7.5,0.377,6,79,6.11,1,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,11,0,14,0,3720516875428510622
HC(NH2)2,V,F,1.2874680072547513,0.5939849624060151,2.53,2.502999555,-13.03,2.22,2.43,-7.412000000000001,0.79,14.618,12.4,0.525,6,21,6.75,3,3,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-7167626142890457585
HC(NH2)2,V,Cl,1.180324396288314,0.4364640883977901,2.53,2.502999555,-13.03,2.22,2.43,-7.412000000000001,0.79,14.618,12.4,0.525,11,21,6.75,3,3,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,-7586206805597559893
HC(NH2)2,W,F,1.218496506866104,0.6842105263157895,2.53,2.502999555,-13.03,1.79,2.735,-7.412000000000001,0.91,16.1,11.1,0.81626,6,72,7.98,4,24,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-8487517240396910547
HC(NH2)2,Y,F,1.1028008789414436,0.8609022556390977,2.53,2.502999555,-13.03,1.41,2.94,-7.412000000000001,1.145,12.224,22.7,0.307,6,37,6.22,1,11,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-3188191155900705596
HC(NH2)2,Zr,F,1.1140539491347237,0.8421052631578948,2.53,2.502999555,-13.03,1.7,2.825,-7.412000000000001,1.12,13.1,17.9,0.426,6,38,6.63,2,12,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-3453282188061820290
C3H5N2,Ag,F,1.2179680680349785,0.7067669172932329,2.58,5.5592049810000015,-11.780999999999999,1.07,2.375,-6.765,0.94,21.47746,7.2,1.3019999999999998,6,45,7.58,9,19,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-6880008048513256064
C3H5N2,Ag,Cl,1.128799552512343,0.5193370165745856,2.58,5.5592049810000015,-11.780999999999999,1.07,2.375,-6.765,0.94,21.47746,7.2,1.3019999999999998,11,45,7.58,9,19,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,2574781484987561154
C3H5N2,Ag,Br,1.1069878574437677,0.4795918367346938,2.58,5.5592049810000015,-11.780999999999999,1.07,2.375,-6.765,0.94,21.47746,7.2,1.3019999999999998,18,45,7.58,9,19,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,1122244946362966492
C3H5N2,Ag,I,1.0764236987489482,0.4272727272727272,2.58,5.5592049810000015,-11.780999999999999,1.07,2.375,-6.765,0.94,21.47746,7.2,1.3019999999999998,24,45,7.58,9,19,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-158902012972800956
C3H5N2,As,F,1.3552879972742158,0.5338345864661653,2.58,5.5592049810000015,-11.780999999999999,2.27,1.415,-6.765,0.71,18.5892,4.31,0.804,6,31,9.81,3,10,17.42,3.98,0.557,10,0.405,1.33,4,13,3.4010000000000002,8,0,0,0,2407025225998904490
C3H5N2,As,Cl,1.2318249084956123,0.3922651933701657,2.58,5.5592049810000015,-11.780999999999999,2.27,1.415,-6.765,0.71,18.5892,4.31,0.804,11,31,9.81,3,10,12.97,3.16,2.18,18,1.01,1.81,6,13,3.613,8,0,0,0,6170880292088641037
C3H5N2,As,Br,1.2023463620175752,0.3622448979591837,2.58,5.5592049810000015,-11.780999999999999,2.27,1.415,-6.765,0.71,18.5892,4.31,0.804,18,31,9.81,3,10,11.81,2.96,3.04,36,1.2,1.96,8,13,3.364,8,10,0,0,-252869790588703281
C3H5N2,As,I,1.1615018605057381,0.3227272727272727,2.58,5.5592049810000015,-11.780999999999999,2.27,1.415,-6.765,0.71,18.5892,4.31,0.804,24,31,9.81,3,10,10.45,2.66,4.7,54,1.585,2.2,10,13,3.0589999999999997,8,20,0,0,-2143032452103070411
C3H5N2,Au,F,1.2949824423603749,0.6052631578947368,2.58,5.5592049810000015,-11.780999999999999,1.19,2.66,-6.765,0.805,20.2,5.8,2.30863,6,77,9.23,9,29,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,6442430129397257009
C3H5N2,Au,Cl,1.1870740992003608,0.4447513812154696,2.58,5.5592049810000015,-11.780999999999999,1.19,2.66,-6.765,0.805,20.2,5.8,2.30863,11,77,9.23,9,29,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,501502621419896879
C3H5N2,Au,Br,1.161036089181528,0.41071428571428575,2.58,5.5592049810000015,-11.780999999999999,1.19,2.66,-6.765,0.805,20.2,5.8,2.30863,18,77,9.23,9,29,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,-4653168689936009001
C3H5N2,Au,I,1.1247821677443248,0.3659090909090909,2.58,5.5592049810000015,-11.780999999999999,1.19,2.66,-6.765,0.805,20.2,5.8,2.30863,24,77,9.23,9,29,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-3377672636763802928
C3H5N2,Ba,F,1.0316371322535076,1.0150375939849623,2.58,5.5592049810000015,-11.780999999999999,1.08,3.4019999999999997,-6.765,1.35,10.00383,39.7,0.14462,6,54,5.21,0,20,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,0,0,-790923951572420104
C3H5N2,Ba,Cl,0.9823413827243492,0.7458563535911602,2.58,5.5592049810000015,-11.780999999999999,1.08,3.4019999999999997,-6.765,1.35,10.00383,39.7,0.14462,11,54,5.21,0,20,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,0,0,-959016040129960048
C3H5N2,Ba,Br,0.9698685155851741,0.6887755102040817,2.58,5.5592049810000015,-11.780999999999999,1.08,3.4019999999999997,-6.765,1.35,10.00383,39.7,0.14462,18,54,5.21,0,20,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,0,0,-3254976249251512948
C3H5N2,Ba,I,0.9521043419920272,0.6136363636363636,2.58,5.5592049810000015,-11.780999999999999,1.08,3.4019999999999997,-6.765,1.35,10.00383,39.7,0.14462,24,54,5.21,0,20,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,0,0,-729319511568022874
C3H5N2,Bi,F,1.0971379025553178,0.8947368421052628,2.58,5.5592049810000015,-11.780999999999999,2.14,1.9969999999999999,-6.765,1.19,16.703,7.4,0.942362,6,81,7.29,3,30,17.42,3.98,0.557,10,0.405,1.33,4,25,3.4010000000000002,12,0,14,0,4743276644174512458
C3H5N2,Bi,Cl,1.0347329231363145,0.6574585635359116,2.58,5.5592049810000015,-11.780999999999999,2.14,1.9969999999999999,-6.765,1.19,16.703,7.4,0.942362,11,81,7.29,3,30,12.97,3.16,2.18,18,1.01,1.81,6,25,3.613,12,0,14,0,-7956568175523500561
C3H5N2,Bi,Br,1.0191316782815638,0.6071428571428571,2.58,5.5592049810000015,-11.780999999999999,2.14,1.9969999999999999,-6.765,1.19,16.703,7.4,0.942362,18,81,7.29,3,30,11.81,2.96,3.04,36,1.2,1.96,8,25,3.364,12,10,14,0,-796578273672696722
C3H5N2,Bi,I,0.9970414200801466,0.5409090909090909,2.58,5.5592049810000015,-11.780999999999999,2.14,1.9969999999999999,-6.765,1.19,16.703,7.4,0.942362,24,81,7.29,3,30,10.45,2.66,4.7,54,1.585,2.2,10,25,3.0589999999999997,12,20,14,0,-8008266858128107730
C3H5N2,Ca,F,1.1866040834503866,0.7518796992481203,2.58,5.5592049810000015,-11.780999999999999,1.17,3.0,-6.765,1.0,11.87172,25.0,0.02455,6,18,6.11,0,0,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,4618087715752235536
C3H5N2,Ca,Cl,1.1046970709640371,0.5524861878453039,2.58,5.5592049810000015,-11.780999999999999,1.17,3.0,-6.765,1.0,11.87172,25.0,0.02455,11,18,6.11,0,0,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,3021414993325908442
C3H5N2,Ca,Br,1.084548914387475,0.5102040816326531,2.58,5.5592049810000015,-11.780999999999999,1.17,3.0,-6.765,1.0,11.87172,25.0,0.02455,18,18,6.11,0,0,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,6366881899826032225
C3H5N2,Ca,I,1.0562407543974053,0.4545454545454545,2.58,5.5592049810000015,-11.780999999999999,1.17,3.0,-6.765,1.0,11.87172,25.0,0.02455,24,18,6.11,0,0,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,7053279335767419283
C3H5N2,Cd,F,1.2126261028242984,0.7142857142857142,2.58,5.5592049810000015,-11.780999999999999,1.4,2.215,-6.765,0.95,16.90831,7.36,0.3983,6,46,8.99,10,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,3345349132064281390
C3H5N2,Cd,Cl,1.1247096990612115,0.5248618784530387,2.58,5.5592049810000015,-11.780999999999999,1.4,2.215,-6.765,0.95,16.90831,7.36,0.3983,11,46,8.99,10,20,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,1657044100297894852
C3H5N2,Cd,Br,1.1031837754594245,0.4846938775510204,2.58,5.5592049810000015,-11.780999999999999,1.4,2.215,-6.765,0.95,16.90831,7.36,0.3983,18,46,8.99,10,20,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-2505300120911279292
C3H5N2,Cd,I,1.0730064806576816,0.43181818181818177,2.58,5.5592049810000015,-11.780999999999999,1.4,2.215,-6.765,0.95,16.90831,7.36,0.3983,24,46,8.99,10,20,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-5386589788293229572
C3H5N2,Cu,F,1.34212986137835,0.5488721804511277,2.58,5.5592049810000015,-11.780999999999999,1.9,2.04,-6.765,0.73,20.2924,6.1,1.235,6,27,7.73,9,9,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,5074643046331475628
C3H5N2,Cu,Cl,1.2221254997673008,0.4033149171270718,2.58,5.5592049810000015,-11.780999999999999,1.9,2.04,-6.765,0.73,20.2924,6.1,1.235,11,27,7.73,9,9,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,-6561163143350957930
C3H5N2,Cu,Br,1.1934069838613106,0.3724489795918368,2.58,5.5592049810000015,-11.780999999999999,1.9,2.04,-6.765,0.73,20.2924,6.1,1.235,18,27,7.73,9,9,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,4092675129831864057
C3H5N2,Cu,I,1.153573520160989,0.3318181818181818,2.58,5.5592049810000015,-11.780999999999999,1.9,2.04,-6.765,0.73,20.2924,6.1,1.235,24,27,7.73,9,9,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-960056275537575942
C3H5N2,Ge,Cl,1.2221254997673008,0.4033149171270718,2.58,5.5592049810000015,-11.780999999999999,2.01,1.56,-6.765,0.73,15.934610000000001,5.84,1.232712,11,30,7.9,2,10,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,8,0,0,0,3109509200727485857
C3H5N2,Ge,Br,1.1934069838613106,0.3724489795918368,2.58,5.5592049810000015,-11.780999999999999,2.01,1.56,-6.765,0.73,15.934610000000001,5.84,1.232712,18,30,7.9,2,10,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,8,10,0,0,-974323499298476876
C3H5N2,Ge,I,1.153573520160989,0.3318181818181818,2.58,5.5592049810000015,-11.780999999999999,2.01,1.56,-6.765,0.73,15.934610000000001,5.84,1.232712,24,30,7.9,2,10,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,8,20,0,0,1544118044196139654
C3H5N2,Hf,F,1.1472147362819092,0.8120300751879699,2.58,5.5592049810000015,-11.780999999999999,1.73,2.91,-6.765,1.08,15.0,16.2,0.013999999999999999,6,70,6.83,2,22,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-6180346697997816778
C3H5N2,Hf,Cl,1.0741172212487695,0.5966850828729282,2.58,5.5592049810000015,-11.780999999999999,1.73,2.91,-6.765,1.08,15.0,16.2,0.013999999999999999,11,70,6.83,2,22,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-3220472764157086571
C3H5N2,Hf,Br,1.0560081534825412,0.5510204081632654,2.58,5.5592049810000015,-11.780999999999999,1.73,2.91,-6.765,1.08,15.0,16.2,0.013999999999999999,18,70,6.83,2,22,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,2849692515008742682
C3H5N2,Hf,I,1.0304787847779564,0.4909090909090909,2.58,5.5592049810000015,-11.780999999999999,1.73,2.91,-6.765,1.08,15.0,16.2,0.013999999999999999,24,70,6.83,2,22,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-963544625346645889
C3H5N2,In,F,1.1942926628247952,0.7406015037593985,2.58,5.5592049810000015,-11.780999999999999,1.63,2.05,-6.765,0.985,18.8703,9.1,0.3,6,47,5.79,1,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,9,0,0,0,-8848143486782218432
C3H5N2,In,Cl,1.1106256777849528,0.5441988950276243,2.58,5.5592049810000015,-11.780999999999999,1.63,2.05,-6.765,0.985,18.8703,9.1,0.3,11,47,5.79,1,20,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,9,0,0,0,1960786357060868857
C3H5N2,In,Br,1.0900729326271394,0.5025510204081632,2.58,5.5592049810000015,-11.780999999999999,1.63,2.05,-6.765,0.985,18.8703,9.1,0.3,18,47,5.79,1,20,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,9,10,0,0,2103644905862681229
C3H5N2,In,I,1.0612152006504545,0.4477272727272727,2.58,5.5592049810000015,-11.780999999999999,1.63,2.05,-6.765,0.985,18.8703,9.1,0.3,24,47,5.79,1,20,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,9,20,0,0,-1697723483863998577
C3H5N2,Mg,F,1.3486768363119028,0.5413533834586466,2.58,5.5592049810000015,-11.780999999999999,1.31,2.03,-6.765,0.72,15.03527,10.6,0.2623,6,10,7.65,0,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,4,0,0,0,1931687946415701535
C3H5N2,Mg,Cl,1.2269560353395033,0.3977900552486188,2.58,5.5592049810000015,-11.780999999999999,1.31,2.03,-6.765,0.72,15.03527,10.6,0.2623,11,10,7.65,0,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,4,0,0,0,-8325889952147240589
C3H5N2,Mg,Br,1.1978599949951216,0.3673469387755102,2.58,5.5592049810000015,-11.780999999999999,1.31,2.03,-6.765,0.72,15.03527,10.6,0.2623,18,10,7.65,0,0,11.81,2.96,3.04,36,1.2,1.96,8,6,3.364,4,10,0,0,340240496229672637
C3H5N2,Mg,I,1.1575241144081154,0.3272727272727272,2.58,5.5592049810000015,-11.780999999999999,1.31,2.03,-6.765,0.72,15.03527,10.6,0.2623,24,10,7.65,0,0,10.45,2.66,4.7,54,1.585,2.2,10,6,3.0589999999999997,4,20,0,0,7814262963698850429
C3H5N2,Mo,F,1.2398150288965923,0.6766917293233082,2.58,5.5592049810000015,-11.780999999999999,1.94,2.72,-6.765,0.9,16.16,12.8,0.748,6,40,7.09,4,14,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,1336848312691649463
C3H5N2,Mo,Cl,1.1454608005199056,0.4972375690607735,2.58,5.5592049810000015,-11.780999999999999,1.94,2.72,-6.765,0.9,16.16,12.8,0.748,11,40,7.09,4,14,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-4942279975900899531
C3H5N2,Mo,Br,1.1224702051003237,0.4591836734693878,2.58,5.5592049810000015,-11.780999999999999,1.94,2.72,-6.765,0.9,16.16,12.8,0.748,18,40,7.09,4,14,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-4750585331894964394
C3H5N2,Mo,I,1.0903130367973215,0.40909090909090906,2.58,5.5592049810000015,-11.780999999999999,1.94,2.72,-6.765,0.9,16.16,12.8,0.748,24,40,7.09,4,14,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-3540428471783533269
C3H5N2,Nb,F,1.1917187562238791,0.744360902255639,2.58,5.5592049810000015,-11.780999999999999,2.03,2.79,-6.765,0.99,14.0,15.7,0.9159999999999999,6,39,6.76,3,13,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-7196722500354313517
C3H5N2,Nb,Cl,1.1086424176460514,0.5469613259668508,2.58,5.5592049810000015,-11.780999999999999,2.03,2.79,-6.765,0.99,14.0,15.7,0.9159999999999999,11,39,6.76,3,13,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-894853795979545795
C3H5N2,Nb,Br,1.0882253513853983,0.5051020408163265,2.58,5.5592049810000015,-11.780999999999999,2.03,2.79,-6.765,0.99,14.0,15.7,0.9159999999999999,18,39,6.76,3,13,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-7432774902035246583
C3H5N2,Nb,I,1.0595518539409707,0.45,2.58,5.5592049810000015,-11.780999999999999,2.03,2.79,-6.765,0.99,14.0,15.7,0.9159999999999999,24,39,6.76,3,13,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,3093157285824532247
C3H5N2,Ni,F,1.368706690316535,0.5187969924812029,2.58,5.5592049810000015,-11.780999999999999,1.76,2.18,-6.765,0.69,18.16884,6.8,1.156,6,26,7.64,8,8,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,5440707489886616404
C3H5N2,Ni,Cl,1.2416795077635776,0.3812154696132597,2.58,5.5592049810000015,-11.780999999999999,1.76,2.18,-6.765,0.69,18.16884,6.8,1.156,11,26,7.64,8,8,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,5250405030412947425
C3H5N2,Ni,Br,1.2114206741837454,0.3520408163265306,2.58,5.5592049810000015,-11.780999999999999,1.76,2.18,-6.765,0.69,18.16884,6.8,1.156,18,26,7.64,8,8,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,1948930967735980630
